biz_date,oil_dtd_spot,luowen_steel_future,gold_comex_future,csi300_index
2006-07-05,72.64 ,,629.70 ,1393.01
2006-07-06,73.16 ,,636.30 ,1418.68
2006-07-07,74.22 ,,634.80 ,1410.43
2006-07-10,72.39 ,,626.10 ,1412.12
2006-07-11,73.18 ,,643.10 ,1418.58
2006-07-12,73.14 ,,651.20 ,1419.20
2006-07-13,75.42 ,,654.40 ,1346.09
2006-07-14,75.99 ,,668.00 ,1357.13
2006-07-17,75.08 ,,651.90 ,1372.25
2006-07-18,74.76 ,,629.50 ,1373.42
2006-07-19,71.50 ,,642.80 ,1336.64
2006-07-20,72.50 ,,632.50 ,1345.19
2006-07-21,72.96 ,,620.20 ,1356.03
2006-07-24,72.10 ,,613.20 ,1358.12
2006-07-25,72.78 ,,618.00 ,1374.17
2006-07-26,74.30 ,,621.90 ,1371.30
2006-07-27,75.44 ,,632.50 ,1355.55
2006-07-28,73.92 ,,634.80 ,1341.39
2006-07-31,74.78 ,,634.20 ,1294.33
2006-08-01,76.46 ,,658.80 ,1282.06
2006-08-02,77.57 ,,664.10 ,1275.09
2006-08-03,76.41 ,,657.00 ,1271.74
2006-08-04,76.55 ,,656.00 ,1241.91
2006-08-07,78.12 ,,659.50 ,1224.10
2006-08-08,78.69 ,,657.30 ,1252.39
2006-08-09,78.31 ,,662.00 ,1251.30
2006-08-10,76.06 ,,646.00 ,1271.47
2006-08-11,75.34 ,,644.40 ,1275.65
2006-08-14,73.55 ,,639.30 ,1245.72
2006-08-15,73.48 ,,632.90 ,1265.86
2006-08-16,72.45 ,,639.00 ,1283.57
2006-08-17,70.44 ,,625.30 ,1271.63
2006-08-18,71.15 ,,621.70 ,1267.87
2006-08-21,71.82 ,,635.20 ,1270.56
2006-08-22,71.90 ,,634.00 ,1285.27
2006-08-23,70.66 ,,633.00 ,1285.68
2006-08-24,70.90 ,,628.50 ,1292.40
2006-08-25,72.05 ,,630.80 ,1295.44
2006-08-28,68.18 ,,623.90 ,1325.89
2006-08-29,67.17 ,,619.10 ,1330.16
2006-08-30,66.92 ,,626.10 ,1334.67
2006-08-31,67.35 ,,634.20 ,1338.69
2006-09-01,67.36 ,,632.60 ,1318.10
2006-09-04,65.43 ,,,1337.24
2006-09-05,65.97 ,,646.90 ,1340.68
2006-09-06,65.35 ,,641.80 ,1346.37
2006-09-07,64.95 ,,624.90 ,1328.38
2006-09-08,64.30 ,,617.30 ,1332.15
2006-09-11,62.52 ,,597.30 ,1338.76
2006-09-12,62.35 ,,594.30 ,1347.64
2006-09-13,61.58 ,,596.30 ,1338.39
2006-09-14,61.32 ,,586.00 ,1338.28
2006-09-15,60.23 ,,583.00 ,1362.32
2006-09-18,61.49 ,,592.80 ,1375.56
2006-09-19,62.55 ,,583.20 ,1378.31
2006-09-20,58.93 ,,586.20 ,1378.46
2006-09-21,59.16 ,,588.30 ,1387.37
2006-09-22,58.87 ,,595.40 ,1374.85
2006-09-25,57.57 ,,595.90 ,1372.40
2006-09-26,58.43 ,,597.10 ,1357.65
2006-09-27,57.60 ,,603.30 ,1371.12
2006-09-28,60.65 ,,610.90 ,1387.00
2006-09-29,59.33 ,,604.20 ,1403.27
2006-10-02,58.92 ,,603.30 ,
2006-10-03,56.39 ,,581.50 ,
2006-10-04,56.42 ,,566.70 ,
2006-10-05,57.86 ,,575.50 ,
2006-10-06,57.05 ,,576.80 ,
2006-10-09,59.09 ,,582.80 ,1436.07
2006-10-10,57.70 ,,576.20 ,1437.25
2006-10-11,57.77 ,,576.50 ,1435.91
2006-10-12,57.81 ,,580.30 ,1426.50
2006-10-13,59.03 ,,592.70 ,1430.88
2006-10-16,58.43 ,,598.50 ,1418.52
2006-10-17,59.23 ,,593.50 ,1414.45
2006-10-18,58.40 ,,592.60 ,1437.59
2006-10-19,57.67 ,,602.50 ,1439.38
2006-10-20,57.81 ,,596.40 ,1440.18
2006-10-23,55.96 ,,582.90 ,1408.72
2006-10-24,57.32 ,,587.60 ,1440.05
2006-10-25,58.71 ,,590.80 ,1446.83
2006-10-26,58.95 ,,599.80 ,1456.10
2006-10-27,58.27 ,,601.00 ,1439.05
2006-10-30,56.83 ,,607.40 ,1446.24
2006-10-31,55.89 ,,606.80 ,1464.47
2006-11-01,56.06 ,,619.30 ,1479.41
2006-11-02,56.10 ,,627.80 ,1479.66
2006-11-03,56.49 ,,629.20 ,1488.29
2006-11-06,57.00 ,,627.90 ,1507.89
2006-11-07,57.66 ,,627.70 ,1516.10
2006-11-08,58.21 ,,618.30 ,1498.17
2006-11-09,59.85 ,,636.80 ,1524.71
2006-11-10,58.69 ,,630.10 ,1504.06
2006-11-13,56.95 ,,625.80 ,1475.78
2006-11-14,58.00 ,,625.30 ,1493.78
2006-11-15,58.88 ,,623.80 ,1534.76
2006-11-16,59.43 ,,621.70 ,1533.29
2006-11-17,57.05 ,,622.50 ,1562.08
2006-11-20,58.06 ,,622.10 ,1593.16
2006-11-21,59.57 ,,628.70 ,1612.25
2006-11-22,59.15 ,,629.00 ,1624.03
2006-11-23,59.91 ,,,1634.91
2006-11-24,60.87 ,,629.00 ,1636.58
2006-11-27,59.89 ,,640.60 ,1651.80
2006-11-28,61.21 ,,637.30 ,1644.01
2006-11-29,62.53 ,,635.50 ,1667.14
2006-11-30,64.63 ,,646.90 ,1714.36
2006-12-01,64.96 ,,650.60 ,1729.22
2006-12-04,64.03 ,,650.90 ,1780.74
2006-12-05,63.79 ,,647.90 ,1794.23
2006-12-06,63.88 ,,635.90 ,1779.41
2006-12-07,63.13 ,,637.00 ,1775.71
2006-12-08,64.25 ,,631.00 ,1711.58
2006-12-11,62.68 ,,634.80 ,1789.92
2006-12-12,62.63 ,,631.70 ,1802.79
2006-12-13,61.94 ,,632.40 ,1803.86
2006-12-14,62.45 ,,630.90 ,1836.14
2006-12-15,62.38 ,,619.10 ,1867.64
2006-12-18,62.97 ,,617.90 ,1916.11
2006-12-19,61.85 ,,625.40 ,1921.44
2006-12-20,62.97 ,,624.30 ,1936.55
2006-12-21,61.71 ,,621.60 ,1908.99
2006-12-22,62.56 ,,622.30 ,1895.64
2006-12-25,,,,1939.10
2006-12-26,60.06 ,,626.90 ,1938.24
2006-12-27,59.78 ,,630.30 ,1982.88
2006-12-28,59.59 ,,636.90 ,1979.93
2006-12-29,58.93 ,,638.00 ,2041.05
2007-01-03,56.74 ,,629.80 ,
2007-01-04,54.56 ,,626.20 ,2067.09
2007-01-05,52.90 ,,606.90 ,2072.88
2007-01-08,52.80 ,,609.40 ,2131.56
2007-01-09,52.40 ,,615.00 ,2200.09
2007-01-10,52.07 ,,613.40 ,2255.97
2007-01-11,51.94 ,,613.90 ,2231.63
2007-01-12,50.80 ,,626.90 ,2173.75
2007-01-15,52.35 ,,,2287.34
2007-01-16,50.86 ,,625.90 ,2353.87
2007-01-17,50.68 ,,633.30 ,2308.93
2007-01-18,50.84 ,,628.10 ,2317.10
2007-01-19,52.42 ,,636.10 ,2396.09
2007-01-22,54.33 ,,634.10 ,2491.31
2007-01-23,53.88 ,,645.90 ,2508.13
2007-01-24,55.29 ,,648.20 ,2536.43
2007-01-25,55.92 ,,648.10 ,2452.83
2007-01-26,55.37 ,,644.70 ,2512.92
2007-01-29,54.94 ,,643.20 ,2576.92
2007-01-30,54.84 ,,644.20 ,2551.88
2007-01-31,56.46 ,,652.00 ,2385.34
2007-02-01,56.99 ,,663.00 ,2395.17
2007-02-02,56.82 ,,651.50 ,2298.00
2007-02-05,58.34 ,,656.10 ,2271.80
2007-02-06,57.51 ,,658.70 ,2316.04
2007-02-07,57.44 ,,657.30 ,2369.79
2007-02-08,55.70 ,,662.80 ,2410.60
2007-02-09,57.28 ,,672.30 ,2397.25
2007-02-12,55.30 ,,667.30 ,2485.39
2007-02-13,55.94 ,,668.50 ,2522.63
2007-02-14,55.39 ,,672.00 ,2588.35
2007-02-15,54.84 ,,671.40 ,2668.63
2007-02-16,,,672.80 ,2676.74
2007-02-20,55.99 ,,661.00 ,
2007-02-21,57.82 ,,684.00 ,
2007-02-22,59.01 ,,683.00 ,
2007-02-23,59.92 ,,686.70 ,
2007-02-26,60.06 ,,689.80 ,2707.68
2007-02-27,60.53 ,,687.20 ,2457.49
2007-02-28,59.83 ,,672.50 ,2544.57
2007-03-01,61.70 ,,665.10 ,2473.54
2007-03-02,61.76 ,,644.40 ,2508.73
2007-03-05,59.82 ,,639.20 ,2475.61
2007-03-06,59.56 ,,646.20 ,2520.29
2007-03-07,61.19 ,,652.90 ,2589.44
2007-03-08,60.92 ,,655.50 ,2627.63
2007-03-09,60.93 ,,652.00 ,2611.39
2007-03-12,60.58 ,,650.30 ,2616.17
2007-03-13,61.79 ,,649.40 ,2640.17
2007-03-14,60.81 ,,642.50 ,2597.36
2007-03-15,60.56 ,,647.10 ,2645.55
2007-03-16,61.27 ,,653.90 ,2604.23
2007-03-19,60.74 ,,654.30 ,2659.41
2007-03-20,59.67 ,,659.00 ,2672.77
2007-03-21,60.45 ,,660.00 ,2702.60
2007-03-22,62.08 ,,664.20 ,2711.32
2007-03-23,63.36 ,,657.30 ,2716.27
2007-03-26,64.26 ,,663.90 ,2764.03
2007-03-27,63.78 ,,662.50 ,2784.02
2007-03-28,66.10 ,,666.80 ,2797.65
2007-03-29,67.37 ,,661.50 ,2783.31
2007-03-30,68.64 ,,669.00 ,2781.78
2007-04-02,69.48 ,,671.50 ,2850.11
2007-04-03,68.23 ,,669.70 ,2888.12
2007-04-04,68.67 ,,677.40 ,2911.82
2007-04-05,68.55 ,,679.40 ,2945.05
2007-04-06,,,,2972.01
2007-04-09,68.70 ,,676.90 ,3038.17
2007-04-10,66.93 ,,681.50 ,3081.57
2007-04-11,67.91 ,,681.70 ,3121.32
2007-04-12,67.89 ,,679.70 ,3176.44
2007-04-13,68.85 ,,689.90 ,3169.23
2007-04-16,67.12 ,,694.50 ,3256.00
2007-04-17,66.62 ,,692.50 ,3283.60
2007-04-18,65.03 ,,693.30 ,3304.50
2007-04-19,66.05 ,,688.30 ,3150.30
2007-04-20,65.90 ,,695.80 ,3289.28
2007-04-23,67.27 ,,694.20 ,3431.32
2007-04-24,67.72 ,,687.70 ,3445.20
2007-04-25,67.58 ,,687.40 ,3448.28
2007-04-26,67.52 ,,678.00 ,3493.58
2007-04-27,67.07 ,,681.80 ,3470.52
2007-04-30,,,683.50 ,3558.71
2007-05-01,,,677.30 ,
2007-05-02,,,675.10 ,
2007-05-03,64.14 ,,684.40 ,
2007-05-04,64.74 ,,689.70 ,
2007-05-07,62.49 ,,690.40 ,
2007-05-08,63.55 ,,687.40 ,3686.03
2007-05-09,63.50 ,,682.50 ,3701.28
2007-05-10,64.64 ,,667.00 ,3724.51
2007-05-11,65.49 ,,672.30 ,3702.61
2007-05-14,65.82 ,,670.10 ,3734.42
2007-05-15,66.88 ,,674.50 ,3604.64
2007-05-16,67.76 ,,661.50 ,3700.29
2007-05-17,69.21 ,,657.20 ,3778.61
2007-05-18,69.25 ,,662.00 ,3776.63
2007-05-21,69.83 ,,663.80 ,3831.44
2007-05-22,70.37 ,,659.90 ,3870.49
2007-05-23,71.30 ,,662.60 ,3938.95
2007-05-24,71.93 ,,653.30 ,3919.75
2007-05-25,70.56 ,,655.30 ,3985.25
2007-05-28,,,,4072.58
2007-05-29,69.13 ,,657.20 ,4168.29
2007-05-30,67.69 ,,652.50 ,3886.46
2007-05-31,68.28 ,,661.00 ,3927.95
2007-06-01,68.93 ,,676.90 ,3803.95
2007-06-04,71.15 ,,676.30 ,3511.43
2007-06-05,71.50 ,,675.10 ,3634.63
2007-06-06,71.75 ,,674.60 ,3677.58
2007-06-07,72.57 ,,665.20 ,3802.30
2007-06-08,70.05 ,,650.30 ,3837.87
2007-06-11,68.84 ,,659.00 ,3931.86
2007-06-12,68.77 ,,653.10 ,4036.11
2007-06-13,69.77 ,,652.70 ,4118.27
2007-06-14,71.41 ,,655.90 ,4075.82
2007-06-15,72.00 ,,658.70 ,4099.38
2007-06-18,72.83 ,,659.90 ,4227.57
2007-06-19,73.04 ,,664.70 ,4253.00
2007-06-20,71.71 ,,660.00 ,4157.60
2007-06-21,72.73 ,,654.20 ,4197.28
2007-06-22,72.86 ,,657.00 ,4051.43
2007-06-25,71.62 ,,654.70 ,3877.59
2007-06-26,71.70 ,,645.30 ,3928.21
2007-06-27,72.48 ,,644.80 ,4040.48
2007-06-28,73.26 ,,650.40 ,3858.52
2007-06-29,73.51 ,,650.90 ,3764.08
2007-07-02,72.90 ,,659.20 ,3757.66
2007-07-03,74.26 ,,655.40 ,3832.23
2007-07-04,74.73 ,,,3743.58
2007-07-05,76.05 ,,650.60 ,3537.44
2007-07-06,77.69 ,,654.80 ,3710.28
2007-07-09,77.45 ,,662.50 ,3821.30
2007-07-10,77.61 ,,664.40 ,3775.62
2007-07-11,77.40 ,,662.10 ,3789.87
2007-07-12,78.65 ,,668.30 ,3816.92
2007-07-13,79.02 ,,667.30 ,3820.12
2007-07-16,78.66 ,,666.30 ,3697.97
2007-07-17,77.86 ,,665.90 ,3789.65
2007-07-18,78.04 ,,673.70 ,3807.57
2007-07-19,78.53 ,,678.10 ,3807.00
2007-07-20,79.05 ,,684.70 ,3971.88
2007-07-23,77.90 ,,681.50 ,4156.72
2007-07-24,75.94 ,,684.80 ,4161.35
2007-07-25,75.19 ,,673.80 ,4255.46
2007-07-26,77.49 ,,662.80 ,4303.19
2007-07-27,76.61 ,,660.10 ,4307.14
2007-07-30,76.19 ,,664.10 ,4410.30
2007-07-31,77.11 ,,679.30 ,4460.56
2007-08-01,76.95 ,,675.90 ,4290.48
2007-08-02,76.21 ,,676.60 ,4436.19
2007-08-03,75.48 ,,684.40 ,4598.38
2007-08-06,72.32 ,,683.30 ,4703.98
2007-08-07,70.67 ,,682.30 ,4724.55
2007-08-08,70.53 ,,686.30 ,4668.09
2007-08-09,70.11 ,,672.80 ,4777.29
2007-08-10,69.66 ,,681.60 ,4726.68
2007-08-13,71.46 ,,680.90 ,4721.19
2007-08-14,69.29 ,,679.70 ,4795.57
2007-08-15,71.28 ,,679.70 ,4798.75
2007-08-16,68.77 ,,658.00 ,4721.94
2007-08-17,69.63 ,,666.80 ,4626.58
2007-08-20,68.41 ,,666.50 ,4885.43
2007-08-21,67.90 ,,666.20 ,4972.71
2007-08-22,67.40 ,,668.70 ,5051.69
2007-08-23,68.78 ,,668.40 ,5135.93
2007-08-24,69.49 ,,677.50 ,5217.58
2007-08-27,68.56 ,,676.20 ,5243.15
2007-08-28,69.69 ,,673.50 ,5251.77
2007-08-29,70.57 ,,675.40 ,5171.82
2007-08-30,71.43 ,,673.90 ,5241.23
2007-08-31,72.35 ,,681.90 ,5296.81
2007-09-03,73.70 ,,,5419.17
2007-09-04,74.59 ,,691.50 ,5360.33
2007-09-05,74.66 ,,690.70 ,5363.25
2007-09-06,75.67 ,,704.60 ,5412.04
2007-09-07,75.05 ,,709.70 ,5294.80
2007-09-10,74.93 ,,712.20 ,5377.22
2007-09-11,76.32 ,,721.10 ,5124.09
2007-09-12,77.29 ,,720.70 ,5202.86
2007-09-13,77.49 ,,717.90 ,5349.97
2007-09-14,77.91 ,,717.80 ,5397.28
2007-09-17,76.78 ,,723.80 ,5498.91
2007-09-18,77.01 ,,723.70 ,5476.84
2007-09-19,77.88 ,,729.50 ,5419.27
2007-09-20,77.57 ,,739.90 ,5494.92
2007-09-21,79.16 ,,738.90 ,5468.10
2007-09-24,78.05 ,,739.30 ,5513.90
2007-09-25,76.73 ,,738.80 ,5454.62
2007-09-26,76.48 ,,735.50 ,5361.02
2007-09-27,79.11 ,,739.90 ,5427.66
2007-09-28,,,750.00 ,5580.81
2007-10-01,,,754.10 ,
2007-10-02,76.83 ,,736.30 ,
2007-10-03,78.17 ,,735.70 ,
2007-10-04,77.63 ,,743.80 ,
2007-10-05,78.92 ,,747.20 ,
2007-10-08,77.13 ,,738.70 ,5653.14
2007-10-09,77.91 ,,743.10 ,5675.93
2007-10-10,77.89 ,,746.00 ,5685.76
2007-10-11,80.91 ,,756.70 ,5760.08
2007-10-12,80.91 ,,753.80 ,5737.22
2007-10-15,82.70 ,,762.20 ,5821.45
2007-10-16,84.69 ,,762.00 ,5877.20
2007-10-17,85.53 ,,762.30 ,5824.12
2007-10-18,85.09 ,,768.70 ,5615.75
2007-10-19,84.33 ,,768.40 ,5614.06
2007-10-22,82.75 ,,760.00 ,5472.68
2007-10-23,82.30 ,,763.10 ,5540.09
2007-10-24,83.66 ,,765.60 ,5588.01
2007-10-25,85.18 ,,771.00 ,5333.79
2007-10-26,87.84 ,,787.50 ,5394.81
2007-10-29,90.00 ,,792.60 ,5508.36
2007-10-30,88.52 ,,787.80 ,5596.07
2007-10-31,90.28 ,,795.30 ,5688.54
2007-11-01,90.87 ,,793.70 ,5605.23
2007-11-02,92.09 ,,808.50 ,5472.93
2007-11-05,92.12 ,,810.80 ,5360.31
2007-11-06,94.15 ,,823.40 ,5317.55
2007-11-07,94.64 ,,833.50 ,5350.63
2007-11-08,94.78 ,,837.50 ,5093.67
2007-11-09,93.20 ,,834.70 ,5040.53
2007-11-12,91.59 ,,807.70 ,4978.25
2007-11-13,89.06 ,,799.00 ,4939.24
2007-11-14,90.77 ,,814.70 ,5145.89
2007-11-15,90.36 ,,787.30 ,5081.11
2007-11-16,91.53 ,,787.00 ,5007.66
2007-11-19,91.69 ,,778.00 ,4994.42
2007-11-20,94.30 ,,791.40 ,5069.38
2007-11-21,94.87 ,,798.60 ,4997.62
2007-11-22,94.56 ,,,4772.62
2007-11-23,95.46 ,,824.70 ,4856.16
2007-11-26,95.18 ,,826.50 ,4800.08
2007-11-27,93.90 ,,814.00 ,4711.15
2007-11-28,91.86 ,,800.30 ,4648.75
2007-11-29,92.08 ,,795.30 ,4842.07
2007-11-30,88.50 ,,789.10 ,4737.41
2007-12-03,87.83 ,,794.70 ,4772.67
2007-12-04,89.64 ,,807.60 ,4829.21
2007-12-05,90.33 ,,803.70 ,4965.95
2007-12-06,88.65 ,,807.10 ,4971.06
2007-12-07,88.21 ,,800.20 ,5041.35
2007-12-10,88.07 ,,813.50 ,5133.56
2007-12-11,88.12 ,,817.10 ,5140.00
2007-12-12,91.54 ,,818.80 ,5077.39
2007-12-13,92.42 ,,804.00 ,4884.30
2007-12-14,91.82 ,,798.00 ,4977.65
2007-12-17,90.14 ,,799.30 ,4857.29
2007-12-18,90.53 ,,807.40 ,4829.91
2007-12-19,90.95 ,,805.40 ,4946.29
2007-12-20,91.21 ,,803.20 ,5037.20
2007-12-21,91.50 ,,815.40 ,5101.85
2007-12-24,,,816.50 ,5207.13
2007-12-25,,,,5216.81
2007-12-26,94.64 ,,829.50 ,5265.03
2007-12-27,95.93 ,,831.80 ,5367.53
2007-12-28,96.02 ,,842.70 ,5338.28
2007-12-31,,,838.00 ,
2008-01-02,96.94 ,,860.00 ,5385.10
2008-01-03,98.35 ,,869.10 ,5422.03
2008-01-04,96.90 ,,865.70 ,5483.65
2008-01-07,94.29 ,,862.00 ,5556.59
2008-01-08,96.47 ,,880.30 ,5528.05
2008-01-09,96.75 ,,881.70 ,5613.76
2008-01-10,92.66 ,,893.60 ,5672.15
2008-01-11,91.28 ,,897.70 ,5699.15
2008-01-14,92.73 ,,903.40 ,5731.76
2008-01-15,90.79 ,,902.60 ,5696.45
2008-01-16,88.47 ,,882.00 ,5505.72
2008-01-17,88.91 ,,880.50 ,5365.62
2008-01-18,89.73 ,,881.70 ,5414.47
2008-01-21,87.65 ,,,5145.73
2008-01-22,87.80 ,,890.30 ,4753.87
2008-01-23,87.38 ,,883.10 ,4975.11
2008-01-24,87.70 ,,905.80 ,5027.21
2008-01-25,91.03 ,,910.70 ,5077.43
2008-01-28,90.97 ,,927.10 ,4731.88
2008-01-29,92.79 ,,925.10 ,4762.08
2008-01-30,92.80 ,,920.60 ,4710.65
2008-01-31,91.64 ,,928.00 ,4620.40
2008-02-01,91.29 ,,913.50 ,4571.95
2008-02-04,91.13 ,,909.40 ,4950.12
2008-02-05,,,890.30 ,4921.83
2008-02-06,,,905.00 ,
2008-02-07,88.28 ,,910.00 ,
2008-02-08,91.25 ,,922.30 ,
2008-02-11,94.78 ,,926.70 ,
2008-02-12,94.31 ,,911.10 ,
2008-02-13,94.01 ,,910.20 ,4816.08
2008-02-14,96.04 ,,910.80 ,4880.25
2008-02-15,96.63 ,,906.10 ,4813.31
2008-02-18,95.21 ,,,4910.99
2008-02-19,96.80 ,,929.80 ,5020.75
2008-02-20,97.94 ,,937.80 ,4908.72
2008-02-21,97.77 ,,949.20 ,4876.03
2008-02-22,96.20 ,,947.80 ,4702.24
2008-02-25,97.44 ,,940.50 ,4519.78
2008-02-26,98.75 ,,948.90 ,4515.53
2008-02-27,98.66 ,,961.00 ,4639.77
2008-02-28,99.94 ,,967.50 ,4622.06
2008-02-29,100.99 ,,975.00 ,4674.55
2008-03-03,102.35 ,,984.20 ,4790.74
2008-03-04,98.47 ,,966.30 ,4671.15
2008-03-05,101.03 ,,988.50 ,4628.72
2008-03-06,103.31 ,,977.10 ,4685.03
2008-03-07,105.05 ,,974.20 ,4621.69
2008-03-10,105.90 ,,971.80 ,4431.59
2008-03-11,107.36 ,,976.00 ,4441.18
2008-03-12,108.13 ,,980.50 ,4309.65
2008-03-13,109.09 ,,993.80 ,4198.96
2008-03-14,108.90 ,,999.50 ,4157.87
2008-03-17,103.93 ,,1002.60 ,3965.28
2008-03-18,105.01 ,,1004.30 ,3763.95
2008-03-19,102.71 ,,945.30 ,3888.86
2008-03-20,99.55 ,,920.00 ,4001.83
2008-03-21,,,,4037.83
2008-03-24,100.08 ,,918.70 ,3857.09
2008-03-25,100.04 ,,935.00 ,3905.77
2008-03-26,102.79 ,,949.20 ,3914.37
2008-03-27,103.83 ,,948.80 ,3748.92
2008-03-28,102.40 ,,930.60 ,3918.16
2008-03-31,102.68 ,,921.50 ,3790.53
2008-04-01,99.16 ,,887.80 ,3582.86
2008-04-02,99.12 ,,900.20 ,3547.98
2008-04-03,102.69 ,,909.60 ,3650.70
2008-04-04,102.35 ,,913.20 ,
2008-04-07,105.49 ,,926.80 ,3845.82
2008-04-08,104.77 ,,918.00 ,3891.06
2008-04-09,106.91 ,,937.50 ,3688.13
2008-04-10,107.19 ,,931.80 ,3754.72
2008-04-11,107.31 ,,927.00 ,3783.73
2008-04-14,108.55 ,,928.70 ,3536.33
2008-04-15,110.66 ,,932.00 ,3583.30
2008-04-16,110.28 ,,948.30 ,3494.02
2008-04-17,110.55 ,,942.90 ,3386.63
2008-04-18,111.09 ,,915.20 ,3272.50
2008-04-21,111.27 ,,917.60 ,3267.55
2008-04-22,113.82 ,,925.20 ,3296.28
2008-04-23,115.36 ,,909.00 ,3453.73
2008-04-24,114.82 ,,889.40 ,3774.50
2008-04-25,116.49 ,,889.70 ,3803.07
2008-04-28,115.99 ,,895.50 ,3729.15
2008-04-29,113.56 ,,876.80 ,3776.94
2008-04-30,109.99 ,,865.10 ,3959.12
2008-05-01,107.35 ,,850.90 ,
2008-05-02,111.90 ,,858.00 ,
2008-05-05,116.50 ,,874.10 ,4055.78
2008-05-06,119.63 ,,877.70 ,4010.89
2008-05-07,119.53 ,,871.20 ,3821.32
2008-05-08,119.62 ,,882.10 ,3925.04
2008-05-09,123.00 ,,885.80 ,3878.92
2008-05-12,122.42 ,,884.90 ,3904.92
2008-05-13,122.55 ,,869.60 ,3851.69
2008-05-14,121.14 ,,866.50 ,3975.78
2008-05-15,122.85 ,,880.00 ,3948.09
2008-05-16,123.16 ,,899.90 ,3936.12
2008-05-19,122.01 ,,905.80 ,3914.07
2008-05-20,123.88 ,,920.20 ,3710.82
2008-05-21,127.61 ,,928.60 ,3783.05
2008-05-22,129.14 ,,918.30 ,3711.44
2008-05-23,129.88 ,,925.80 ,3675.15
2008-05-26,,,,3559.22
2008-05-27,128.98 ,,907.90 ,3576.20
2008-05-28,128.94 ,,900.50 ,3676.23
2008-05-29,129.52 ,,877.20 ,3580.87
2008-05-30,127.70 ,,891.50 ,3611.33
2008-06-02,128.43 ,,897.00 ,3625.83
2008-06-03,125.89 ,,885.50 ,3614.11
2008-06-04,122.04 ,,883.80 ,3546.92
2008-06-05,122.56 ,,875.50 ,3512.14
2008-06-06,133.23 ,,899.00 ,3489.50
2008-06-09,135.38 ,,898.10 ,
2008-06-10,135.21 ,,871.20 ,3206.56
2008-06-11,134.23 ,,882.90 ,3140.30
2008-06-12,131.96 ,,872.00 ,3084.63
2008-06-13,133.60 ,,873.10 ,2979.12
2008-06-16,134.36 ,,886.30 ,2952.24
2008-06-17,131.34 ,,886.90 ,2842.68
2008-06-18,129.85 ,,893.50 ,2991.27
2008-06-19,131.50 ,,904.20 ,2773.08
2008-06-20,134.26 ,,903.70 ,2849.67
2008-06-23,135.06 ,,887.20 ,2789.94
2008-06-24,135.66 ,,891.60 ,2851.92
2008-06-25,131.78 ,,882.30 ,2969.54
2008-06-26,136.79 ,,915.10 ,2980.91
2008-06-27,139.10 ,,931.30 ,2816.02
2008-06-30,138.86 ,,928.30 ,2791.82
2008-07-01,141.23 ,,944.50 ,2698.35
2008-07-02,142.05 ,,946.50 ,2699.60
2008-07-03,144.22 ,,933.60 ,2760.61
2008-07-04,143.15 ,,,2741.85
2008-07-07,139.94 ,,928.80 ,2882.76
2008-07-08,134.34 ,,923.30 ,2901.84
2008-07-09,134.16 ,,928.60 ,3015.13
2008-07-10,135.95 ,,942.00 ,2973.73
2008-07-11,143.51 ,,960.60 ,2953.50
2008-07-14,142.24 ,,973.70 ,2975.87
2008-07-15,136.50 ,,978.70 ,2852.98
2008-07-16,133.03 ,,962.70 ,2745.60
2008-07-17,134.27 ,,970.70 ,2718.07
2008-07-18,130.11 ,,958.00 ,2815.46
2008-07-21,129.38 ,,963.70 ,2911.05
2008-07-22,127.15 ,,948.50 ,2904.74
2008-07-23,127.04 ,,922.80 ,2883.32
2008-07-24,125.27 ,,922.30 ,2977.36
2008-07-25,124.57 ,,926.80 ,2939.20
2008-07-28,125.94 ,,927.70 ,2960.85
2008-07-29,122.58 ,,916.50 ,2905.63
2008-07-30,122.50 ,,902.90 ,2884.38
2008-07-31,124.13 ,,922.70 ,2805.21
2008-08-01,124.19 ,,917.50 ,2840.79
2008-08-04,121.21 ,,907.90 ,2773.15
2008-08-05,115.70 ,,886.10 ,2703.08
2008-08-06,113.97 ,,883.00 ,2721.69
2008-08-07,116.54 ,,877.90 ,2720.44
2008-08-08,112.26 ,,864.80 ,2591.46
2008-08-11,110.75 ,,828.30 ,2456.81
2008-08-12,108.97 ,,814.60 ,2444.16
2008-08-13,110.68 ,,831.50 ,2444.67
2008-08-14,110.74 ,,814.50 ,2443.51
2008-08-15,107.33 ,,792.10 ,2447.62
2008-08-18,108.22 ,,805.70 ,2313.40
2008-08-19,109.15 ,,816.80 ,2348.47
2008-08-20,108.71 ,,816.30 ,2532.94
2008-08-21,117.43 ,,839.00 ,2443.98
2008-08-22,114.39 ,,833.50 ,2404.93
2008-08-25,110.99 ,,825.70 ,2400.55
2008-08-26,112.44 ,,828.10 ,2331.53
2008-08-27,113.04 ,,834.00 ,2325.29
2008-08-28,113.41 ,,837.20 ,2335.87
2008-08-29,113.56 ,,835.20 ,2391.64
2008-09-01,107.78 ,,,2309.17
2008-09-02,105.36 ,,810.50 ,2285.41
2008-09-03,104.94 ,,808.20 ,2245.96
2008-09-04,103.41 ,,803.20 ,2251.15
2008-09-05,102.03 ,,802.80 ,2183.43
2008-09-08,101.64 ,,802.50 ,2126.52
2008-09-09,99.33 ,,792.00 ,2139.15
2008-09-10,96.25 ,,762.50 ,2143.18
2008-09-11,96.28 ,,745.50 ,2072.13
2008-09-12,96.66 ,,764.50 ,2077.85
